"","EntrezID","GeneSymbol","ConfidenceCategory","TRIAGEhit","Pathway","InteractingGenes","NetworkGenePathways"
"2340",12418,"Cbx4","HighConf","Yes",NA,"Asxl1, Pcgf2, Bmi1, Suz12, Brca1, Cbx6, Pcgf6, Aebp2, Pcgf3, Pcgf5, Eed, Rnf2, Cdc23, Anapc10, Phc2, Yy1, Mapk14, Cbx2, Anapc5, Cbx8, Bre, Anapc7, Mapkapk2, H3f3b","Signaling pathways regulating pluripotency of stem cells (6), Progesterone-mediated oocyte maturation (5), Ubiquitin mediated proteolysis (5), Oocyte meiosis (4), Cell cycle (4), VEGF signaling pathway (2), IL-17 signaling pathway (2), Neurotrophin signaling pathway (2), Cellular senescence (2), MAPK signaling pathway (2), Homologous recombination (2), Dopaminergic synapse (1), Th1 and Th2 cell differentiation (1), Rap1 signaling pathway (1), Relaxin signaling pathway (1), Th17 cell differentiation (1), GnRH signaling pathway (1), Platelet activation (1), Fc epsilon RI signaling pathway (1), Endocrine resistance (1), AGE-RAGE signaling pathway in diabetic complications (1), Sphingolipid signaling pathway (1), TNF signaling pathway (1), T cell receptor signaling pathway (1), Toll-like receptor signaling pathway (1), FoxO signaling pathway (1), Prolactin signaling pathway (1), NOD-like receptor signaling pathway (1), Osteoclast differentiation (1), RIG-I-like receptor signaling pathway (1), PI3K-Akt signaling pathway (1), Fanconi anemia pathway (1), Platinum drug resistance (1)"
"2341",12419,"Cbx5","HighConf","Yes",NA,"Sap30, Ncor2, Chd4, Gatad2a, Mbd2, Hdac7, Hdac10, Mta3, Mbd3, Hdac11, Ing2, Satb2, Fam60a, Trim24, H3f3b, Suds3, Morf4l1, Hdac5, Hdac1, Phf12","Notch signaling pathway (2), Apelin signaling pathway (1), Longevity regulating pathway - multiple species (1), Thyroid hormone signaling pathway (1), Cell cycle (1)"
"2342",494448,"Cbx6","HighConf","Yes",NA,"Pcgf6, Aebp2, Pcgf3, Pcgf5, Cbx8, Phc2, Yy1, Asxl1, Eed, Cbx4, Pcgf2, Cbx2, Rnf2, Bmi1, Suz12","Signaling pathways regulating pluripotency of stem cells (5)"
"2344",30951,"Cbx8","HighConf","Yes",NA,"Cbx4, Asxl1, Pcgf2, Bmi1, Suz12, Brca1, Cbx6, Pcgf6, Aebp2, Pcgf3, Pcgf5, Phc2, Anapc5, Eed, Mapk14, Rnf2, Yy1, Cdc23, Anapc10, Bre, Cbx2, Mapkapk2, Anapc7, H3f3b","Signaling pathways regulating pluripotency of stem cells (6), Progesterone-mediated oocyte maturation (5), Ubiquitin mediated proteolysis (5), Oocyte meiosis (4), Cell cycle (4), VEGF signaling pathway (2), IL-17 signaling pathway (2), Neurotrophin signaling pathway (2), Cellular senescence (2), MAPK signaling pathway (2), Homologous recombination (2), Dopaminergic synapse (1), Th1 and Th2 cell differentiation (1), Rap1 signaling pathway (1), Relaxin signaling pathway (1), Th17 cell differentiation (1), GnRH signaling pathway (1), Platelet activation (1), Fc epsilon RI signaling pathway (1), Endocrine resistance (1), AGE-RAGE signaling pathway in diabetic complications (1), Sphingolipid signaling pathway (1), TNF signaling pathway (1), T cell receptor signaling pathway (1), Toll-like receptor signaling pathway (1), FoxO signaling pathway (1), Prolactin signaling pathway (1), NOD-like receptor signaling pathway (1), Osteoclast differentiation (1), RIG-I-like receptor signaling pathway (1), PI3K-Akt signaling pathway (1), Fanconi anemia pathway (1), Platinum drug resistance (1)"
"2419",67282,"Ccdc53","MedConf","Yes","Endocytosis","Capza1, Fam21, A230046K03Rik","Endocytosis (3)"
"2453",72886,"Ccdc94","HighConf","Yes",NA,"Snw1, Ncbp2","Notch signaling pathway (1)"
"2458",20293,"Ccl12","HighConf","Yes","Chemokine signaling pathway, NOD-like receptor signaling pathway, TNF signaling pathway, AGE-RAGE signaling pathway in diabetic complications, IL-17 signaling pathway, Cytokine-cytokine receptor interaction","Ccr1, Cxcr3, Cxcr4, Ccr1l1, Ccr5, Ccr7, Cxcr6","Cytokine-cytokine receptor interaction (7), Chemokine signaling pathway (7), Endocytosis (2), Axon guidance (1)"
"2466",20302,"Ccl3","HighConf","Yes","Chemokine signaling pathway, Toll-like receptor signaling pathway, Cytokine-cytokine receptor interaction","Ccl7, Ccl5, Cxcr3, Rela, Ccr1, Ccl4, Ccr7, Cxcr4, Irf5, Cxcr6, Ccr1l1, Ccr5, Fos, Nfkb1","Chemokine signaling pathway (12), Cytokine-cytokine receptor interaction (10), Toll-like receptor signaling pathway (6), IL-17 signaling pathway (4), Cytosolic DNA-sensing pathway (4), TNF signaling pathway (4), NF-kappa B signaling pathway (3), cAMP signaling pathway (3), Th1 and Th2 cell differentiation (3), Relaxin signaling pathway (3), Th17 cell differentiation (3), B cell receptor signaling pathway (3), Apoptosis (3), T cell receptor signaling pathway (3), Prolactin signaling pathway (3), MAPK signaling pathway (3), Osteoclast differentiation (3), NOD-like receptor signaling pathway (3), Endocytosis (2), PI3K-Akt signaling pathway (2), HIF-1 signaling pathway (2), Insulin resistance (2), AGE-RAGE signaling pathway in diabetic complications (2), Ras signaling pathway (2), Adipocytokine signaling pathway (2), Sphingolipid signaling pathway (2), Longevity regulating pathway (2), Neurotrophin signaling pathway (2), Cellular senescence (2), RIG-I-like receptor signaling pathway (2), Dopaminergic synapse (1), Cholinergic synapse (1), Oxytocin signaling pathway (1), Endocrine resistance (1), Axon guidance (1), Mitophagy - animal (1)"
"2467",20303,"Ccl4","HighConf","Yes","Chemokine signaling pathway, Toll-like receptor signaling pathway, Cytosolic DNA-sensing pathway, NF-kappa B signaling pathway, Cytokine-cytokine receptor interaction","Ccl7, Ccl3, Ccr1l1, Cxcr3, Cxcr4, Fos, Ccr1, Irf5, Ccr7, Cxcr6, Nfkb1, Rela, Ccl5, Ccr5","Chemokine signaling pathway (12), Cytokine-cytokine receptor interaction (10), Toll-like receptor signaling pathway (6), IL-17 signaling pathway (4), TNF signaling pathway (4), cAMP signaling pathway (3), Th1 and Th2 cell differentiation (3), Relaxin signaling pathway (3), Th17 cell differentiation (3), B cell receptor signaling pathway (3), Apoptosis (3), T cell receptor signaling pathway (3), Prolactin signaling pathway (3), MAPK signaling pathway (3), Osteoclast differentiation (3), Cytosolic DNA-sensing pathway (3), NOD-like receptor signaling pathway (3), Endocytosis (2), PI3K-Akt signaling pathway (2), HIF-1 signaling pathway (2), Insulin resistance (2), NF-kappa B signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (2), Ras signaling pathway (2), Adipocytokine signaling pathway (2), Sphingolipid signaling pathway (2), Longevity regulating pathway (2), Neurotrophin signaling pathway (2), Cellular senescence (2), RIG-I-like receptor signaling pathway (2), Dopaminergic synapse (1), Cholinergic synapse (1), Oxytocin signaling pathway (1), Endocrine resistance (1), Axon guidance (1), Mitophagy - animal (1)"
"2468",20304,"Ccl5","HighConf","Yes","Chemokine signaling pathway, NOD-like receptor signaling pathway, Toll-like receptor signaling pathway, TNF signaling pathway, Cytosolic DNA-sensing pathway, Cytokine-cytokine receptor interaction","Ccr1, Ccr5, Npy, Fos, C3, C5ar1, Adcy7, Lpar5, Gpr18, Cxcr3, Cxcl9, Ccr1l1, C3ar1, P2ry13, Lpar1, P2ry12, Cxcl10, Ccr7, S1pr1, Cnr2, Fpr2, S1pr2, P2ry14, Rgs14, Hcar2, Cxcr6, Ccl9, Ccl4, Ccl7, Ccl3, Gnb1, Irf5, Rgs19, Rela, Cxcr4, App, Anxa1, Nfkb1","Chemokine signaling pathway (17), Cytokine-cytokine receptor interaction (13), Toll-like receptor signaling pathway (8), cAMP signaling pathway (6), PI3K-Akt signaling pathway (5), Relaxin signaling pathway (5), IL-17 signaling pathway (5), Sphingolipid signaling pathway (4), Longevity regulating pathway (4), Cytosolic DNA-sensing pathway (4), TNF signaling pathway (4), Rap1 signaling pathway (4), Cholinergic synapse (3), Ras signaling pathway (3), Th1 and Th2 cell differentiation (3), Th17 cell differentiation (3), NF-kappa B signaling pathway (3), Adipocytokine signaling pathway (3), B cell receptor signaling pathway (3), Apoptosis (3), T cell receptor signaling pathway (3), Prolactin signaling pathway (3), MAPK signaling pathway (3), Osteoclast differentiation (3), RIG-I-like receptor signaling pathway (3), Phospholipase D signaling pathway (3), Endocytosis (2), Dopaminergic synapse (2), Apelin signaling pathway (2), HIF-1 signaling pathway (2), Insulin resistance (2), AGE-RAGE signaling pathway in diabetic complications (2), Neurotrophin signaling pathway (2), NOD-like receptor signaling pathway (2), Cellular senescence (2), Platelet activation (2), Regulation of lipolysis in adipocytes (2), Oxytocin signaling pathway (2), Endocrine resistance (2), Axon guidance (1), Mitophagy - animal (1), FoxO signaling pathway (1), Oocyte meiosis (1), Purine metabolism (1), Longevity regulating pathway - multiple species (1), Progesterone-mediated oocyte maturation (1), GnRH signaling pathway (1)"
"2470",20306,"Ccl7","MedConf","Yes","Chemokine signaling pathway, IL-17 signaling pathway, Cytokine-cytokine receptor interaction","Ccl3, Cxcr4, Ccr1, Ccr1l1, Ccl4, Cxcr3, Ccr7, Cxcr6, Ccl5, Ccr5","Cytokine-cytokine receptor interaction (10), Chemokine signaling pathway (10), Toll-like receptor signaling pathway (3), Cytosolic DNA-sensing pathway (2), Endocytosis (2), NF-kappa B signaling pathway (1), TNF signaling pathway (1), NOD-like receptor signaling pathway (1), Axon guidance (1)"
"2471",20307,"Ccl8","HighConf","Yes","Chemokine signaling pathway, Cytokine-cytokine receptor interaction","Ccr1, Ccr5, Cxcr4, Ccr7, Ccr1l1, Cxcr6, Cxcr3","Cytokine-cytokine receptor interaction (7), Chemokine signaling pathway (7), Endocytosis (2), Axon guidance (1)"
"2472",20308,"Ccl9","HighConf","Yes","Chemokine signaling pathway, Cytokine-cytokine receptor interaction","Kalrn, P2ry1, Cysltr2, Rgs2, Lpar6, Gpr68, Grk5, P2ry2, Edn1, Gpr65, Cxcr4, Npy, Anxa1, Gnb1, C3, P2ry13, Pik3ca, Fpr2, P2ry12, Cnr2, Ccr7, C5ar1, C3ar1, Cxcr3, App, Ccr1l1, Rgs19, Ccr1, S1pr2, Pik3r1, Lpar5, Lpar1, Gna11, Rgs14, Ccl5, Adcy7, Gna15, Gpr18, S1pr1, Cxcl9, P2ry14, Cxcr6, Cxcl10, Plcb3, Hcar2, Ccr5","Chemokine signaling pathway (16), Cytokine-cytokine receptor interaction (10), Rap1 signaling pathway (8), Relaxin signaling pathway (7), Phospholipase D signaling pathway (7), Platelet activation (6), Cholinergic synapse (6), PI3K-Akt signaling pathway (6), Longevity regulating pathway (6), cAMP signaling pathway (5), Sphingolipid signaling pathway (5), TNF signaling pathway (5), Toll-like receptor signaling pathway (5), AGE-RAGE signaling pathway in diabetic complications (4), Regulation of lipolysis in adipocytes (4), FoxO signaling pathway (3), Apelin signaling pathway (3), Oxytocin signaling pathway (3), GnRH signaling pathway (3), Thyroid hormone signaling pathway (3), Phosphatidylinositol signaling system (3), Longevity regulating pathway - multiple species (3), Progesterone-mediated oocyte maturation (3), Endocrine resistance (3), Endocytosis (3), Axon guidance (3), HIF-1 signaling pathway (3), Ras signaling pathway (3), Cytosolic DNA-sensing pathway (2), Dopaminergic synapse (2), Inositol phosphate metabolism (2), NOD-like receptor signaling pathway (2), EGFR tyrosine kinase inhibitor resistance (2), Focal adhesion (2), Signaling pathways regulating pluripotency of stem cells (2), VEGF signaling pathway (2), Insulin signaling pathway (2), Regulation of actin cytoskeleton (2), mTOR signaling pathway (2), Insulin resistance (2), Fc gamma R-mediated phagocytosis (2), Natural killer cell mediated cytotoxicity (2), Fc epsilon RI signaling pathway (2), Platinum drug resistance (2), Jak-STAT signaling pathway (2), ErbB signaling pathway (2), B cell receptor signaling pathway (2), Apoptosis (2), T cell receptor signaling pathway (2), Neurotrophin signaling pathway (2), Prolactin signaling pathway (2), AMPK signaling pathway (2), Cellular senescence (2), Autophagy - animal (2), Osteoclast differentiation (2), IL-17 signaling pathway (1), RIG-I-like receptor signaling pathway (1), Glucagon signaling pathway (1), Wnt signaling pathway (1), Oocyte meiosis (1), Purine metabolism (1), Adipocytokine signaling pathway (1)"
"2475",12428,"Ccna2","MedConf","Yes","Cellular senescence, AMPK signaling pathway, Cell cycle, Progesterone-mediated oocyte maturation","Cdk2, Cdc20, Rbl1, E2f2, Rb1, Cdkn1a, E2f1, Cdc6, Cdkn1b, Skp2","Cell cycle (10), Cellular senescence (6), Endocrine resistance (5), FoxO signaling pathway (4), PI3K-Akt signaling pathway (3), Ubiquitin mediated proteolysis (2), HIF-1 signaling pathway (2), ErbB signaling pathway (2), p53 signaling pathway (2), Oocyte meiosis (2), Mitophagy - animal (1), mTOR signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Oxytocin signaling pathway (1), Platinum drug resistance (1), Jak-STAT signaling pathway (1), Progesterone-mediated oocyte maturation (1)"
"2478",51813,"Ccnc","HighConf","Yes",NA,"Ncoa3, Tgs1, Ncoa1, Med22, Med13l, Angptl4, Thrap3, Tbl1xr1, Med29, Med1, Klf4, Ncor2, Helz2, Ncoa2, Med26, Tnf, Med25, Egr2, Med7, Med13, Med27, Med18, Maml1, Med20, Snw1, Kat2b, Cdk8, Rxra, Med15, Notch1, Fbxw7, Med6, Cebpa","Thyroid hormone signaling pathway (10), Notch signaling pathway (5), Endocrine resistance (3), Th1 and Th2 cell differentiation (2), Adipocytokine signaling pathway (2), Signaling pathways regulating pluripotency of stem cells (1), Ubiquitin mediated proteolysis (1), Cytokine-cytokine receptor interaction (1), mTOR signaling pathway (1), IL-17 signaling pathway (1), Insulin resistance (1), Natural killer cell mediated cytotoxicity (1), NF-kappa B signaling pathway (1), Fc epsilon RI signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Sphingolipid signaling pathway (1), TNF signaling pathway (1), Apoptosis (1), T cell receptor signaling pathway (1), Toll-like receptor signaling pathway (1), Necroptosis (1), NOD-like receptor signaling pathway (1), MAPK signaling pathway (1), Osteoclast differentiation (1), RIG-I-like receptor signaling pathway (1), PI3K-Akt signaling pathway (1), Th17 cell differentiation (1), Wnt signaling pathway (1)"
"2480",12444,"Ccnd2","HighConf","Yes","Cellular senescence, Prolactin signaling pathway, FoxO signaling pathway, Cell cycle, Jak-STAT signaling pathway, p53 signaling pathway, PI3K-Akt signaling pathway, Wnt signaling pathway, Focal adhesion, Hedgehog signaling pathway","Cdkn2b, Cdkn2c, Rbl2, Rbl1, Cdkn2d, Rb1, Cdkn1b, Cdk2, Cdkn1a","Cell cycle (9), FoxO signaling pathway (6), Cellular senescence (6), PI3K-Akt signaling pathway (4), Endocrine resistance (4), p53 signaling pathway (2), HIF-1 signaling pathway (2), ErbB signaling pathway (2), Oocyte meiosis (1), Progesterone-mediated oocyte maturation (1), AGE-RAGE signaling pathway in diabetic complications (1), Oxytocin signaling pathway (1), Platinum drug resistance (1), Jak-STAT signaling pathway (1)"
"2484",12448,"Ccne2","HighConf","Yes","Cellular senescence, Cell cycle, p53 signaling pathway, PI3K-Akt signaling pathway, Oocyte meiosis","Cdc25a, Cdk7, Cdkn1b, Ccnh, Anapc5, Anapc10, Skp2, Rb1, Cdc23, Anapc7, Cdkn1a, Max, Cdk2","Cell cycle (12), Progesterone-mediated oocyte maturation (6), Oocyte meiosis (5), Ubiquitin mediated proteolysis (5), FoxO signaling pathway (4), Cellular senescence (4), PI3K-Akt signaling pathway (3), Endocrine resistance (3), p53 signaling pathway (2), HIF-1 signaling pathway (2), ErbB signaling pathway (2), IL-17 signaling pathway (1), MAPK signaling pathway (1), mTOR signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Oxytocin signaling pathway (1), Platinum drug resistance (1), Jak-STAT signaling pathway (1)"
"2485",12449,"Ccnf","HighConf","Yes",NA,"Fbxo6, Fbxo9, Fbxo4, Fbxw7, Fbxw11, Usp47, Fbxl21, Fbxo31, Skp2","Ubiquitin mediated proteolysis (4), Hedgehog signaling pathway (1), Wnt signaling pathway (1), Circadian rhythm (1), Oocyte meiosis (1), Cellular senescence (1), mTOR signaling pathway (1), Cell cycle (1), FoxO signaling pathway (1)"
"2487",12452,"Ccng2","MedConf","Yes","FoxO signaling pathway, p53 signaling pathway",NA,NA
"2488",66671,"Ccnh","HighConf","Yes","Cell cycle","Cdk7, Ercc5, Tbpl1, E2f2, Taf6, Taf5, Taf8, Taf7, Chd4, Taf3, Prkag1, Ercc6, Chd3, Tceb3, Mta3, Taf1d, Taf1b, Mbd3, Ell, Nelfb, Prkab2, Rnmt, Nelfa, Ccne2, Gtf2a1, Tcea1, Ctdp1, Ncbp1, Polr1a, Supt16, Rngtt, Gtf2f1, Xpc, E2f1, Ncbp2, Cdc25a, Polr2c, Polr2e, Polr2d, Cdk2, Ercc4, Rb1, Cdkn1a, Ercc3, Polr1b, Cdkn1b, Polr2h, Hdac1","Cell cycle (10), Cellular senescence (7), Purine metabolism (6), RNA polymerase (6), Pyrimidine metabolism (6), FoxO signaling pathway (5), Endocrine resistance (5), Longevity regulating pathway (5), PI3K-Akt signaling pathway (4), p53 signaling pathway (3), Longevity regulating pathway - multiple species (3), Oxytocin signaling pathway (3), Oocyte meiosis (2), Progesterone-mediated oocyte maturation (2), Cytosolic DNA-sensing pathway (2), HIF-1 signaling pathway (2), ErbB signaling pathway (2), Glucagon signaling pathway (2), Apelin signaling pathway (2), Circadian rhythm (2), Insulin signaling pathway (2), Tight junction (2), Insulin resistance (2), Adipocytokine signaling pathway (2), AMPK signaling pathway (2), Notch signaling pathway (1), Thyroid hormone signaling pathway (1), Mitophagy - animal (1), Fanconi anemia pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Platinum drug resistance (1), Jak-STAT signaling pathway (1)"
"2497",67974,"Ccny","MedConf","Yes",NA,"Cdk14, Cdkn1a, Cdk12, Cdk2","PI3K-Akt signaling pathway (2), p53 signaling pathway (2), Cell cycle (2), FoxO signaling pathway (2), Cellular senescence (2), Oocyte meiosis (1), Progesterone-mediated oocyte maturation (1), HIF-1 signaling pathway (1), Oxytocin signaling pathway (1), Endocrine resistance (1), Platinum drug resistance (1), Jak-STAT signaling pathway (1), ErbB signaling pathway (1)"
