"","EntrezID","GeneSymbol","ConfidenceCategory","TRIAGEhit","Pathway","InteractingGenes","NetworkGenePathways"
"5122",54512,"EXOSC4","MedConf","Yes",NA,"CXCL8, PARN, EXOSC10, EXOSC5","Phospholipase D signaling pathway (1), RIG-I-like receptor signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Chemokine signaling pathway (1), NOD-like receptor signaling pathway (1), Cytokine-cytokine receptor interaction (1), Toll-like receptor signaling pathway (1), NF-kappa B signaling pathway (1)"
"5123",56915,"EXOSC5","MedConf","Yes",NA,"EXOSC4, CXCL8, PARN, EXOSC10, UBC","Phospholipase D signaling pathway (1), RIG-I-like receptor signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Chemokine signaling pathway (1), NOD-like receptor signaling pathway (1), Cytokine-cytokine receptor interaction (1), Toll-like receptor signaling pathway (1), NF-kappa B signaling pathway (1)"
"5130",2132,"EXT2","HighConf","Yes",NA,"GPC2, SLC35D2, UBC, AGRN","ECM-receptor interaction (1)"
"5139",2145,"EZH1","MedConf","Yes","Lysine degradation","PHC2, SCML2, SUZ12, HDAC2","Cell cycle (1), Notch signaling pathway (1), Thyroid hormone signaling pathway (1)"
"5182",151313,"FAHD2B","MedConf","Yes",NA,"PCNA","Cell cycle (1), Base excision repair (1)"
"5436",2178,"FANCE","MedConf","Yes",NA,"UBC, UBB, ATR, FANCG, RPS27A","Cell cycle (1), Ribosome (1), Mitophagy - animal (1)"
"5438",2189,"FANCG","HighConf","Yes",NA,"FANCE, RPS27A, UBC, UBB, BRCA2, ATR","Cell cycle (1), Ribosome (1), Mitophagy - animal (1)"
"5476",2203,"FBP1","MedConf","Yes",NA,"TKTL2, ALDOA, UBC, PARK2","Mitophagy - animal (1)"
"5540",55294,"FBXW7","HighConf","Yes",NA,"CCNE1, NOTCH4, CDC34, UBB, JUN, UBC","Mitophagy - animal (2), Th1 and Th2 cell differentiation (1), Th17 cell differentiation (1), Apoptosis (1), GnRH signaling pathway (1), T cell receptor signaling pathway (1), Relaxin signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Focal adhesion (1), Osteoclast differentiation (1), cAMP signaling pathway (1), NOD-like receptor signaling pathway (1), TNF signaling pathway (1), MAPK signaling pathway (1), Toll-like receptor signaling pathway (1), Notch signaling pathway (1), Thyroid hormone signaling pathway (1), Cell cycle (1), PI3K-Akt signaling pathway (1)"
"5599",2243,"FGA","MedConf","Yes","Platelet activation","ITGAM, ITGA5, TTR, PRL, SEMG1, ODAM, MFGE8, ITGAV, ITGB1, MIS12","Phagosome (4), Regulation of actin cytoskeleton (4), PI3K-Akt signaling pathway (4), ECM-receptor interaction (3), Focal adhesion (3), Leukocyte transendothelial migration (2), Rap1 signaling pathway (2), Hematopoietic cell lineage (2), Thyroid hormone signaling pathway (1), Platelet activation (1), Jak-STAT signaling pathway (1), Neuroactive ligand-receptor interaction (1), Cytokine-cytokine receptor interaction (1), Thyroid hormone synthesis (1)"
"5608",2255,"FGF10","MedConf","Yes","PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Ras signaling pathway","FLT4, PDGFRA, FGF9, EGFR, PDGFRB, NGFR, CSF1R, FGFR3","Ras signaling pathway (8), Rap1 signaling pathway (8), PI3K-Akt signaling pathway (8), Cytokine-cytokine receptor interaction (6), MAPK signaling pathway (5), Regulation of actin cytoskeleton (5), Focal adhesion (4), Phospholipase D signaling pathway (3), Hematopoietic cell lineage (1), Osteoclast differentiation (1), GnRH signaling pathway (1), Relaxin signaling pathway (1)"
"5610",2257,"FGF12","MedConf","Yes","PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Ras signaling pathway","PDGFRA, CSF1R, FLT4, PDGFRB, EGFR, FGFR3, NGFR","Ras signaling pathway (7), Rap1 signaling pathway (7), PI3K-Akt signaling pathway (7), Cytokine-cytokine receptor interaction (6), Focal adhesion (4), MAPK signaling pathway (4), Regulation of actin cytoskeleton (4), Phospholipase D signaling pathway (3), Hematopoietic cell lineage (1), Osteoclast differentiation (1), GnRH signaling pathway (1), Relaxin signaling pathway (1)"
"5626",2252,"FGF7","HighConf","Yes","PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Ras signaling pathway",NA,NA
"5627",2253,"FGF8","MedConf","Yes","PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Ras signaling pathway","PDGFRA, CSF1R, EGFR, FGFR3, FLT4, PDGFRB, NGFR","Ras signaling pathway (7), Rap1 signaling pathway (7), PI3K-Akt signaling pathway (7), Cytokine-cytokine receptor interaction (6), Focal adhesion (4), MAPK signaling pathway (4), Regulation of actin cytoskeleton (4), Phospholipase D signaling pathway (3), Hematopoietic cell lineage (1), Osteoclast differentiation (1), GnRH signaling pathway (1), Relaxin signaling pathway (1)"
"5628",2254,"FGF9","MedConf","Yes","PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Ras signaling pathway","FGF10, CSF1R, EGFR, FLT4, PDGFRB, NGFR, PDGFRA, FGFR3","Ras signaling pathway (8), Rap1 signaling pathway (8), PI3K-Akt signaling pathway (8), Cytokine-cytokine receptor interaction (6), MAPK signaling pathway (5), Regulation of actin cytoskeleton (5), Focal adhesion (4), Phospholipase D signaling pathway (3), Hematopoietic cell lineage (1), Osteoclast differentiation (1), GnRH signaling pathway (1), Relaxin signaling pathway (1)"
"5636",2261,"FGFR3","HighConf","Yes","PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Ras signaling pathway","SH3GLB1, SHC2, EPN1, EFNA2, FGF9, SH3GLB2, FGF12, FGF8, FGF10","Ras signaling pathway (6), Rap1 signaling pathway (5), PI3K-Akt signaling pathway (5), MAPK signaling pathway (4), Regulation of actin cytoskeleton (4), Phospholipase D signaling pathway (1), Relaxin signaling pathway (1), Focal adhesion (1), Chemokine signaling pathway (1)"
"5648",2274,"FHL2","HighConf","Yes","Osteoclast differentiation","NCOA6, UBC, TAF1",NA
"5710",2324,"FLT4","MedConf","Yes","PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Rap1 signaling pathway, Focal adhesion, Ras signaling pathway","EFNA2, FGF9, ITGA5, COL1A2, ITGA1, FGF12, FGF8, FGF10, NRP2, PIK3R3, ITGB1, PXN, SHC2","PI3K-Akt signaling pathway (10), Regulation of actin cytoskeleton (9), Ras signaling pathway (7), Focal adhesion (7), Rap1 signaling pathway (7), ECM-receptor interaction (4), MAPK signaling pathway (4), Relaxin signaling pathway (3), Chemokine signaling pathway (3), Platelet activation (3), Leukocyte transendothelial migration (3), Phospholipase D signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (2), Phagosome (2), Hematopoietic cell lineage (2), Apoptosis (1), Platinum drug resistance (1), Jak-STAT signaling pathway (1), Sphingolipid signaling pathway (1), T cell receptor signaling pathway (1), Fc epsilon RI signaling pathway (1), Fc gamma R-mediated phagocytosis (1), Aldosterone-regulated sodium reabsorption (1), Thyroid hormone signaling pathway (1), Osteoclast differentiation (1), cAMP signaling pathway (1), TNF signaling pathway (1), Toll-like receptor signaling pathway (1)"
"5774",8928,"FOXH1","MedConf","Yes",NA,"SMAD1, SMAD4","Cell cycle (1), Th17 cell differentiation (1), AGE-RAGE signaling pathway in diabetic complications (1)"
"5806",2359,"FPR3","MedConf","Yes","Neuroactive ligand-receptor interaction","NMS, BDKRB1, PTGDR2, HTR1A, DRD2, NPBWR2, CCR8, RGS20, CXCL8, NMUR2, S1PR2, NPY, CXCL13, CHRM2, GNAI3, MTNR1B, C5, HCAR2, CXCR5, CXCR3, OPRM1, PNOC, SSTR4, AGT, CXCR4, CXCL11","Neuroactive ligand-receptor interaction (10), Chemokine signaling pathway (8), Cytokine-cytokine receptor interaction (7), cAMP signaling pathway (6), Regulation of actin cytoskeleton (2), Sphingolipid signaling pathway (2), Serotonergic synapse (2), Toll-like receptor signaling pathway (2), Dopaminergic synapse (2), Rap1 signaling pathway (2), Renin secretion (2), Leukocyte transendothelial migration (2), PI3K-Akt signaling pathway (1), Phospholipase D signaling pathway (1), RIG-I-like receptor signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), NOD-like receptor signaling pathway (1), NF-kappa B signaling pathway (1), Platelet activation (1), Adrenergic signaling in cardiomyocytes (1), Long-term depression (1), Relaxin signaling pathway (1)"
"5890",53822,"FXYD7","HighConf","Yes",NA,"ATP1B2, ATP1B3, ATP1A3","Endocrine and other factor-regulated calcium reabsorption (3), Adrenergic signaling in cardiomyocytes (3), Insulin secretion (3), Aldosterone-regulated sodium reabsorption (3), Thyroid hormone signaling pathway (3), cAMP signaling pathway (3), Thyroid hormone synthesis (3)"
"5894",84248,"FYTTD1","MedConf","Yes",NA,"NXF1","RNA transport (1)"
"5909",9908,"G3BP2","MedConf","Yes",NA,"GNL2, UBC, RPL3L","Ribosome (1)"
"5910",2538,"G6PC","MedConf","Yes","PI3K-Akt signaling pathway","ALDOA, TKTL2, CREB1, CEBPD, DERA","Dopaminergic synapse (1), Adrenergic signaling in cardiomyocytes (1), Insulin secretion (1), Renin secretion (1), Vasopressin-regulated water reabsorption (1), Relaxin signaling pathway (1), Osteoclast differentiation (1), cAMP signaling pathway (1), TNF signaling pathway (1), Thyroid hormone synthesis (1), PI3K-Akt signaling pathway (1)"
"5916",9846,"GAB2","MedConf","Yes","Osteoclast differentiation, Ras signaling pathway, Fc gamma R-mediated phagocytosis, Fc epsilon RI signaling pathway, Sphingolipid signaling pathway, Phospholipase D signaling pathway","A2M, RAP1A, CD28, PDPK1, PIK3R3, IL3RA, IL3, CSF2, CCND3, SYK, EGFR","PI3K-Akt signaling pathway (7), Jak-STAT signaling pathway (5), Focal adhesion (5), Fc epsilon RI signaling pathway (5), Cytokine-cytokine receptor interaction (4), T cell receptor signaling pathway (4), Apoptosis (4), Phospholipase D signaling pathway (3), Ras signaling pathway (3), Rap1 signaling pathway (3), Platelet activation (3), Hematopoietic cell lineage (3), Relaxin signaling pathway (2), MAPK signaling pathway (2), Regulation of actin cytoskeleton (2), Fc gamma R-mediated phagocytosis (2), Osteoclast differentiation (2), TNF signaling pathway (2), Platinum drug resistance (2), Sphingolipid signaling pathway (2), Aldosterone-regulated sodium reabsorption (2), Thyroid hormone signaling pathway (2), cAMP signaling pathway (2), Chemokine signaling pathway (2), Leukocyte transendothelial migration (2), Cell cycle (1), GnRH signaling pathway (1), NF-kappa B signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Toll-like receptor signaling pathway (1)"
"5921",11345,"GABARAPL2","MedConf","Yes","NOD-like receptor signaling pathway, Mitophagy - animal","GABRB2, GABRA5, GABRA6, GABRA2, GABRB3, GABRE, UBC","Neuroactive ligand-receptor interaction (6), Serotonergic synapse (2)"
"5928",2555,"GABRA2","MedConf","Yes","Neuroactive ligand-receptor interaction","GABRB3, DNM1, GABRA5, GABARAPL2, GABRA6, GABRB2","Neuroactive ligand-receptor interaction (4), Serotonergic synapse (2), Mitophagy - animal (1), NOD-like receptor signaling pathway (1), Endocrine and other factor-regulated calcium reabsorption (1), Phospholipase D signaling pathway (1)"
"5931",2558,"GABRA5","MedConf","Yes","Neuroactive ligand-receptor interaction","GABRA6, GABRA2, GABRB3, GABARAPL2, DNM1, GABRB2","Neuroactive ligand-receptor interaction (4), Serotonergic synapse (2), Mitophagy - animal (1), NOD-like receptor signaling pathway (1), Endocrine and other factor-regulated calcium reabsorption (1), Phospholipase D signaling pathway (1)"
"5932",2559,"GABRA6","MedConf","Yes","Neuroactive ligand-receptor interaction","GABRA2, GABRB3, GABRB2, GABRA5, DNM1, GABARAPL2","Neuroactive ligand-receptor interaction (4), Serotonergic synapse (2), Mitophagy - animal (1), NOD-like receptor signaling pathway (1), Endocrine and other factor-regulated calcium reabsorption (1), Phospholipase D signaling pathway (1)"
"5934",2561,"GABRB2","HighConf","Yes","Neuroactive ligand-receptor interaction, Serotonergic synapse","GABRA5, GABRA6, GABRA2, GABRB3, GABARAPL2","Neuroactive ligand-receptor interaction (4), Mitophagy - animal (1), NOD-like receptor signaling pathway (1), Serotonergic synapse (1)"
"5935",2562,"GABRB3","MedConf","Yes","Neuroactive ligand-receptor interaction, Serotonergic synapse","GABRB2, GABRA6, GABRA2, GABARAPL2, GABRA5","Neuroactive ligand-receptor interaction (4), Serotonergic synapse (1), Mitophagy - animal (1), NOD-like receptor signaling pathway (1)"
"5937",2564,"GABRE","MedConf","Yes","Neuroactive ligand-receptor interaction","GABARAPL2","Mitophagy - animal (1), NOD-like receptor signaling pathway (1)"
"6000",2597,"GAPDH","MedConf","Yes",NA,"ALDOA, DERA, TKTL2, MAX, EGFR, UBC","MAPK signaling pathway (2), Phospholipase D signaling pathway (1), GnRH signaling pathway (1), Relaxin signaling pathway (1), Ras signaling pathway (1), Focal adhesion (1), Rap1 signaling pathway (1), Regulation of actin cytoskeleton (1), Cytokine-cytokine receptor interaction (1), PI3K-Akt signaling pathway (1)"
"6020",2625,"GATA3","MedConf","Yes","Th17 cell differentiation, Th1 and Th2 cell differentiation","ZFPM2, ZFPM1, STAT1, UBC, SMAD4, RBPJ","Th17 cell differentiation (2), AGE-RAGE signaling pathway in diabetic complications (2), Th1 and Th2 cell differentiation (2), Cell cycle (1), Jak-STAT signaling pathway (1), Thyroid hormone signaling pathway (1), Osteoclast differentiation (1), Chemokine signaling pathway (1), NOD-like receptor signaling pathway (1), Toll-like receptor signaling pathway (1), Notch signaling pathway (1)"
"6040",2634,"GBP2","HighConf","Yes","NOD-like receptor signaling pathway","NCAM1, IRF9, ISG15, MT2A, OASL, EGR1, ICAM1, IRF6","AGE-RAGE signaling pathway in diabetic complications (2), TNF signaling pathway (1), Leukocyte transendothelial migration (1), NF-kappa B signaling pathway (1), Jak-STAT signaling pathway (1), Osteoclast differentiation (1), NOD-like receptor signaling pathway (1), RIG-I-like receptor signaling pathway (1)"
"6059",2646,"GCKR","MedConf","Yes",NA,"NUP43, RANBP2, NUP155, NUP188, RAE1","RNA transport (5)"
"6136",2689,"GH2","MedConf","Yes","PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Neuroactive ligand-receptor interaction, Jak-STAT signaling pathway","IL3RA, IL21R, CNTFR, IL12RB2","Jak-STAT signaling pathway (4), Cytokine-cytokine receptor interaction (4), Th1 and Th2 cell differentiation (1), Apoptosis (1), Hematopoietic cell lineage (1), PI3K-Akt signaling pathway (1), Th17 cell differentiation (1)"
"6140",2691,"GHRH","HighConf","Yes",NA,"GPBAR1, HTR6, PTGER2, DRD5, CALCR, HRH2, MC2R, SCT, PTGIR, ADRB2, VIPR1","Neuroactive ligand-receptor interaction (9), cAMP signaling pathway (5), Renin secretion (2), Adrenergic signaling in cardiomyocytes (1), Platelet activation (1), Osteoclast differentiation (1), Dopaminergic synapse (1), Serotonergic synapse (1)"
"6142",51738,"GHRL","HighConf","Yes","cAMP signaling pathway",NA,NA
"6166",28964,"GIT1","MedConf","Yes","Regulation of actin cytoskeleton","ADRBK1, ARHGEF6, CDC42, PXN","Regulation of actin cytoskeleton (3), Focal adhesion (2), Chemokine signaling pathway (2), Leukocyte transendothelial migration (2), GnRH signaling pathway (1), T cell receptor signaling pathway (1), Fc gamma R-mediated phagocytosis (1), Ras signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Rap1 signaling pathway (1), MAPK signaling pathway (1)"
"6259",51053,"GMNN","MedConf","Yes",NA,"PSMD7, PSMA5, PSMD12, RPS27A, PSMF1, PSMC5, PSMA4, PSMB5, UBB, PSMA1, PSMD3, PSMB2, PSMA6, PSMD2, PSMD1, MCM8, PSMD6, PSMC2, PSMA7, PSMC1, PSMD11, PSMB1, PSMA3, PSMB4, PSMC4, UBC","Proteasome (22), Ribosome (1), Mitophagy - animal (1)"
"6265",2767,"GNA11","MedConf","Yes","Insulin secretion, Long-term depression, GnRH signaling pathway","KALRN, AVPR1A, S1PR2, CHRM2, NMS, BDKRB1, KISS1, PROK1, TRH, LTB4R, MLNR, UTS2B, GPR4, XCL2, PLA2G6, PLA2G4D, JMJD7-PLA2G4B, GNRH2, GNAO1, GNA15, NMUR2, UBC, ADRBK1, AGT, PLA2G4A, GNAI3, TACR1, TACR3, TRPC6, EDN1","Neuroactive ligand-receptor interaction (9), Long-term depression (5), Serotonergic synapse (5), Platelet activation (4), Phospholipase D signaling pathway (4), GnRH signaling pathway (4), Ether lipid metabolism (4), Ras signaling pathway (4), Relaxin signaling pathway (4), Fc epsilon RI signaling pathway (3), Fc gamma R-mediated phagocytosis (3), MAPK signaling pathway (3), Renin secretion (2), Dopaminergic synapse (2), Rap1 signaling pathway (2), Sphingolipid signaling pathway (2), cAMP signaling pathway (2), Chemokine signaling pathway (2), Regulation of actin cytoskeleton (2), AGE-RAGE signaling pathway in diabetic complications (1), TNF signaling pathway (1), Adrenergic signaling in cardiomyocytes (1), Leukocyte transendothelial migration (1), Cytokine-cytokine receptor interaction (1), PI3K-Akt signaling pathway (1)"
"6269",2769,"GNA15","MedConf","Yes","Relaxin signaling pathway","CXCL8, TRPC6, EDN1, TACR1, TACR3, PLA2G4A, GNA11, GNAT2, KALRN, AVPR1A, S1PR2, CHRM2, NMS, BDKRB1, KISS1, PROK1, TRH, LTB4R, MLNR, UTS2B, GPR4, XCL2, GNRH2, GNAI3, MAP2K6, GNAO1, AGT, ADRBK1, GNG3, NMUR2","Neuroactive ligand-receptor interaction (9), Long-term depression (4), Serotonergic synapse (4), Relaxin signaling pathway (4), Chemokine signaling pathway (4), GnRH signaling pathway (4), Dopaminergic synapse (3), Rap1 signaling pathway (3), Phospholipase D signaling pathway (3), Renin secretion (2), Platelet activation (2), Sphingolipid signaling pathway (2), cAMP signaling pathway (2), Ras signaling pathway (2), PI3K-Akt signaling pathway (2), Fc epsilon RI signaling pathway (2), TNF signaling pathway (2), MAPK signaling pathway (2), Toll-like receptor signaling pathway (2), Cytokine-cytokine receptor interaction (2), Regulation of actin cytoskeleton (2), AGE-RAGE signaling pathway in diabetic complications (2), Adrenergic signaling in cardiomyocytes (1), Leukocyte transendothelial migration (1), Osteoclast differentiation (1), Insulin secretion (1), Fc gamma R-mediated phagocytosis (1), Ether lipid metabolism (1), RIG-I-like receptor signaling pathway (1), NOD-like receptor signaling pathway (1), NF-kappa B signaling pathway (1)"
"6272",2773,"GNAI3","MedConf","Yes","Rap1 signaling pathway, Leukocyte transendothelial migration, Chemokine signaling pathway, cAMP signaling pathway, Relaxin signaling pathway, Renin secretion, Serotonergic synapse, Long-term depression, Adrenergic signaling in cardiomyocytes, Sphingolipid signaling pathway, Dopaminergic synapse, Platelet activation","GNAO1, CXCR4, PIK3R3, RGS9, ADRB2, C5, MAPK13, NMUR2, PRKX, AGT, CACNA1C, GNA15, CXCR5, CXCL13, CXCL8, MTNR1B, GNG10, CXCR3, EDN1, NPY, DRD2, PNOC, PLA2G4A, GNA11, GNAT2, CXCL11, HTR1A, SSTR4, PTGDR2, S1PR2, HCAR2, CHRM2, NPBWR2, RGS20, FPR3, NMS, BDKRB1, PLA2G4D, JMJD7-PLA2G4B, PDE1B, PF4, CX3CR1, CDC42, OPRM1, UBC, EGFR, PXN, GNG3, CCR8","Chemokine signaling pathway (14), Neuroactive ligand-receptor interaction (12), Cytokine-cytokine receptor interaction (10), Serotonergic synapse (8), Relaxin signaling pathway (8), Ras signaling pathway (8), GnRH signaling pathway (8), cAMP signaling pathway (8), MAPK signaling pathway (7), Dopaminergic synapse (6), Rap1 signaling pathway (6), Regulation of actin cytoskeleton (6), Phospholipase D signaling pathway (6), PI3K-Akt signaling pathway (5), AGE-RAGE signaling pathway in diabetic complications (5), Leukocyte transendothelial migration (5), Platelet activation (5), Fc epsilon RI signaling pathway (5), Long-term depression (5), Fc gamma R-mediated phagocytosis (4), Focal adhesion (4), Renin secretion (4), Toll-like receptor signaling pathway (4), T cell receptor signaling pathway (3), Ether lipid metabolism (3), Sphingolipid signaling pathway (3), TNF signaling pathway (3), Adrenergic signaling in cardiomyocytes (3), Insulin secretion (2), RIG-I-like receptor signaling pathway (2), NOD-like receptor signaling pathway (2), Osteoclast differentiation (2), NF-kappa B signaling pathway (1), Th1 and Th2 cell differentiation (1), Th17 cell differentiation (1), Apoptosis (1), Platinum drug resistance (1), Jak-STAT signaling pathway (1), Aldosterone-regulated sodium reabsorption (1), Thyroid hormone signaling pathway (1)"
